job_id,job_title,skills
803,"Solutions Architect (LMS, EdTech)","['Python', 'AI', 'data', 'bespoke software solutions', 'digital learning platform', 'technical discovery', 'architectural governance', 'high-impact digital transformation programs', 'legacy ecosystems', 'operational workflows', 'infrastructure limitations', 'bandwidth optimization', 'high-scale LMS frameworks', 'Moodle', 'EdTech innovations']"
802,Lead Cloud Infrastructure Engineer (Azure+AWS),"['Wintel_infrastructure', 'Modern_cloud_infrastructure', 'Azure', 'AWS']"
801,"DevOps Engineer - VMware,Azure","['VMware', 'Azure', 'Windows Server', 'Entra ID', 'Active Directory', 'DNS', 'DHCP', 'OS Patching', 'Vulnerability Remediation', 'ManageEngine Tools', 'PowerShell', 'Ansible']"
800,Senior Solutions Architect,"['WordPress', 'Next.js', 'Node.js', 'DevOps']"
799,Data Solution Architect,"['Azure', 'AWS', 'Agentic AI', 'LLM']"
798,Solutions Engineer - Kubernetes,"['Python', 'Software Development', 'Network Security', 'Interconnection']"
797,Technical Lead / Solution Architect,"['Azure', 'Databricks', 'Data Governance', 'Data Lake Gen2', 'Delta Lake', 'Synapse', 'Data Science']"
796,Senior Azure Cloud & AI Solutions Architect,"['Azure', 'DevSecOps', 'CI/CD', 'Security', 'Automation', 'Infrastructure as Code', 'AI/LLM', 'Cloud Security', 'Governance', 'Policy as Code']"
795,".Net Azure / AWS Lead|6-9 Yrs|Bangalore,Pune,Chennai,Hyderabad","['C#', 'ASP.NET MVC', '.NET Core/.NET 6+', 'RESTful APIs', 'microservices', 'event-driven architectures', 'Microsoft Azure', 'Amazon Web Services (AWS)', 'SQL Server', 'PostgreSQL', 'NoSQL databases', 'CI/CD pipelines', 'deployment automation', 'Azure DevOps', 'GitHub Actions', 'AWS DevOps tools']"
794,Software Engineer — Backend & Platform,"['Python', 'Go', 'Backend Development', 'AI', 'Security Operations', 'Large Language Models']"
793,Software Engineer – Python + Docker,"['Python', 'Backend Development', 'Integration Testing', 'Connector Adaptation', 'Data Mining', 'Task Mining', 'QA Verification', 'Evaluation Rubric Writing', 'AI Coding Agents']"
792,Senior Backend Engineer,"['Python', 'IoT', 'Data Ingestion', 'Real-time Processing', 'API Integration', 'ERP Syncing', 'Multi-Tenant Architecture', 'Enterprise Customer Support']"
791,Sr. Oracle Developer,"['Oracle Database', 'PL/SQL Programming', 'Database Architecture', 'Performance Tuning', 'Complex Environments', 'Large Datasets']"
790,Full Stack Developer - Java ( Spring Boot),"['Java', 'Spring Boot', 'RESTful APIs', 'microservices', 'distributed systems', 'cloud-native applications', 'secure', 'versioning', 'validation', 'error handling', 'Spring Cloud', 'distributing system architecture', 'modular architecture', 'layered architecture', 'clean architectural principles', 'extension points', 'interceptors', 'bean lifecycle hooks', 'Spring ApplicationContext integrations']"
789,Penetration Testing & Red Team Engineer,"['OffensiveSecurity', 'PenetrationTesting', 'RedTeaming', 'WebPentesting', 'NetworkPentesting', 'CloudPentesting', 'VulnerabilityAssessment', 'CertifiedPenetrationTesters(CPTS)', 'CertifiedRedTeamOperatives(CRTP)', 'CertifiedRedTeamOperators(CRTO)', 'CertifiedPenetrationTesters(PCT)', 'CertifiedWebPentesters(CWPTX)']"
788,Full Stack Developer Intern,"['HTML', 'CSS', 'JavaScript', 'Bootstrap', 'jQuery', 'PHP', 'Laravel', 'React.js', 'MySQL', 'Responsive Web Applications', 'Backend Development', 'User-Friendly Interfaces', 'Scalable Backend Solutions', 'Business Requirements', 'Functional Frontend and Backend Solutions', 'Reusable Components', 'Clean Code', 'APIs', 'Backend Services', 'Application Performance']"
787,Database Engineer,"['Database Management', 'Performance Monitoring', 'Data Integrity', 'Security', 'Backup Procedures', 'Technical Support']"
786,Backend Developer (Laravel),"['Laravel', 'Backend Development', 'Coding Standards', 'Software Architecture', 'Database Optimization', 'API Development', 'Debugging', 'Code Reviews', 'Documentation']"
785,"AI-Driven Backend Engineer — FastAPI, Postgres & Cloud","['Python', 'FastAPI', 'PostgreSQL', 'Cloud Services', 'AI Integration']"
784,Power BI Analytics Lead — Actionable Dashboards & Insights,"['Power BI', 'Data Storytelling', 'Business Logic']"
783,Senior Power BI Visualisation Architect,"['Data Analysis', 'Data Modelling', 'Visual Storytelling', 'Stakeholder Engagement', 'BI Solutions Development', 'Microsoft Power BI']"
782,Power BI Business Analyst,"['Power BI', 'Business Intelligence', 'Data Analytics', 'Reporting', 'Interactive Dashboards', 'SQL Queries', 'ETL Processes', 'Data Modeling', 'KPIs', 'Scorecards']"
781,Senior Power BI Visualization Engineer,"['Data Analysis', 'Modeling', 'Stakeholder Engagement', 'Power BI', 'DAX', 'Performance Optimization', 'Governance', 'Quality Assurance']"
780,Wordpress Developer,"['PHP', 'MySQL', 'HTML', 'CSS', 'JavaScript', 'Photoshop', 'Illustrator']"
779,Senior Power BI,"['Power BI', 'Data Modeling', 'Cloud-Based BI Architecture', 'Microsoft Fabric', 'Azure Data Platform', 'Data Engineering', 'Scalable Analytics Solutions', 'Strategic Decision-Making']"
778,Shopiy wordpress full time devloper,"['Python', 'Web Development', 'Responsive Design', 'Plugin Integration', 'Site Optimization', 'Cross-Browser Compatibility']"
777,Ai automation,"['AI', 'Automation', 'Engineering', 'Marketing', 'Product Development', 'Web Apps', 'SaaS Platforms', 'MVP Development', 'WordPress', 'Shopify Builds', 'Digital Marketing', 'Automation Tools', 'No-Code/Low-Code Platforms', 'Integrations', 'APIs']"
776,Microsoft Power BI Developer,"['Power BI', 'Data Visualization', 'Data Modeling', 'Reporting', 'Business Intelligence']"
775,"Web Developer (WordPress, Automation & AI)","['Python', 'WordPress', 'Responsive Design', 'User Experience', 'SEO Optimization', 'HTML', 'CSS', 'JavaScript', 'PHP', 'Automation', 'AI Tools', 'Emerging Technologies', 'Website Development', 'Business Processes', 'Digital Workflows', 'Problem Solving', 'Learning New Technologies', 'Automating Repetitive Tasks']"
774,Operations Internee,"['Customer Service', 'Account Management', 'Product/Service Support', 'Problem Resolution', 'Correction/Adjustment Handling', 'Bookkeeping', 'Data Capture', 'Software Operation', 'Shipment Monitoring', 'Staff Coordination']"
773,Hardware Security Intern,"['Python', 'C/C++', 'Verilog/SystemVerilog']"
772,Cyber Security Analyst - L4,"['Security Analyst', 'Cybersecurity']"
771,Data Analyst / Data Scientist (Remote),"['Python', 'Database Skills', 'Data Cleaning', 'Data Analysis', 'Internal Data Sources', 'External Data Sources', 'Automated Tools', 'Program Managers', 'Business Analysts', 'Top Management']"
770,Internship for php laravel developer,"['PHP', 'Web Development', 'JavaScript', 'CSS', 'HTML', 'MySQL', 'Laravel']"
769,"Data Analyst Intern — Mentored, Paid, Path to Full-Time","['Data Analyst', 'Power BI', 'KPIs', 'Communication Skills']"
768,Cybersecurity Intern for BD / Pre Sales,"['Cybersecurity', 'Offensive & Defensive Security', 'Penetration Testing', 'SOC 2', 'ISO 27001', 'Software Development']"
767,.Net Developer,"['Engineering', 'Data Science', 'Design']"
766,Senior Full-Stack Engineer: .NET + Vue/React (Global SaaS),"['Full-Stack', 'Frontend', 'Backend', 'Insurance', 'Scalable Software', 'Performance', 'Security', 'Modern Technologies', 'Best Practices', 'International Team', 'Global Reach']"
765,Internship for php laravel developer,"['PHP', 'Web Development', 'JavaScript', 'CSS', 'HTML', 'MySQL', 'Laravel']"
764,Finance & Commercials Intern: Odoo 18 & RFQ Experience,"['Finance', 'Commercials', 'Odoo 18 ERP']"
763,Vue.Js Front-End On-Site Internship Bahawalpur (Female Only),"['Vue.js', 'Front-End', 'HTML', 'CSS', 'Bootstrap', 'JavaScript']"
762,"Software Engineer II, Backend - Platform Team","['Python', 'Java', 'JavaScript', 'C++', 'Ruby']"
761,"Software Development Engineer II, Amazon Music Search","['Python', 'Software Development Engineer']"
760,Senior Software Engineer,"['Full-Stack Development', 'Product Design', 'Continuous Deployment Architecture', 'User Experience Design', 'Clean Code Practices']"
759,Software Engineer Sr - E3,"['Software Development', 'Data Processing Equipment', 'Logical Solutions', 'Mathematical Solutions', 'Computer Language', 'Business/Mission Applications', 'Information Processing Techniques', 'System Users']"
758,Software Development Engineer III - Corporate Services,"['Python', 'Java', 'JavaScript', 'C++', 'SQL']"
757,Software Engineer,"['Engineering', 'Software Development', 'Product Management', 'Machine Learning', 'Data Science', 'Customer Success', 'Sales', 'AI', 'Reinforcement Learning', 'Real-Time Systems']"
756,Software Engineer,"['Software Development', 'Requirements Analysis', 'Coding', 'Testing', 'Troubleshooting']"
755,Software Engineer,['Python']
754,Software Engineer,"['Python', 'Software Engineering']"
753,Backend Engineer,"['Python', 'Backend Engineering']"
752,Software Engineer 3,"['Python', 'JavaScript', 'Java', 'C++']"
751,Software Engineer,"['Python', 'Machine Learning', 'AI', 'Engineering', 'Full Stack Development']"
750,Software Engineer,"['Python', 'Lean4', 'reinforcement learning']"
749,Backend Engineer,"['Python', 'Backend Development', 'Product Roadmap', 'Third-Party Integration']"
748,Software Engineer,"['Python', 'Java', 'Spring', 'RESTfulAPI', 'Databases', 'Elasticsearch', 'React', 'Next.js', 'MaterialUI']"
747,"Software Engineer, Product","['Python', 'Data Science', 'Automation', 'Graph Theory', 'Financial Data Management', 'Machine Learning', 'Accounting Software Development']"
746,Software Engineer,"['Python', 'Java', 'C++', 'JavaScript', 'SQL', 'Linux', 'Git', 'AWS', 'Azure', 'Oracle', 'MySQL']"
745,Software Engineer,"['Python', 'Software Engineering', 'Scalability', 'Reliability']"
744,Full Stack Engineer,"['Software Development', 'Agile/Scrum']"
743,"Software Engineer, Cash & Close","['Python', 'Data Platform', 'Financial Data', 'Ingest Events', 'Transform Data', 'Match Value Movement', 'Project Interpretations', 'Report Against Graph']"
742,Software Engineer,"['Python', 'SaaS']"
741,Software Engineer,"['Programming', 'Systems Analysis', 'Technical Leadership', 'Application Design', 'Middleware Knowledge', 'Object-Oriented Analysis & Design']"
740,Software Engineer (All Levels),"['Python', 'Machine Learning', 'Natural Language Processing', 'Healthcare', 'Product Management', 'Software Engineering']"
739,Software Engineer,"['Authorization', 'Software Development Kit (SDK)', 'Backend']"
738,Software Engineer,"['Python', 'JavaScript', 'Java', 'C++', 'SQL']"
737,Senior Infrastructure Engineer - Kubernetes & Reliability,"['Infrastructure', 'Kubernetes', 'AWS', 'Reliability', 'Scalability', 'CI/CD', 'Observability', 'Security', 'SRE', 'Product']"
736,"Azure Data Engineer: Pipelines, Databricks & SQL","['Azure Data Factory', 'Azure Databricks', 'Azure SQL', 'PySpark', 'SQL', 'API Integrations', 'Power BI']"
735,Database Engineer / DBA (DB Migration),"['database-engineering', 'db-management', 'postgresql', 'mongodb', 'documentdb', 'aws-dms', 'backup-recovery', 'clustering', 'sharding', 'replication', 'cdc-concepts', 'no-sql-databases', 'data-pipelines', 'etl-elt-processes', 'data-engineering-principles']"
734,Forward Deployed Engineer,"['Engineering', 'AI', 'Product Management', 'Enterprise Customer Interaction', 'Customer Feedback Analysis', 'Technical Architecture Design', 'Prototype Development', 'Production Deployment', 'Real-World Workflow Integration', 'Scalable Product Capabilities', 'Leverage of Large Language Models (LLMs)', 'Integration of AI Agents', 'API Integration', 'Database Integration', 'Enterprise System Integration', 'CRM Integration', 'ERP Integration', 'DevOps Integration', 'Cloud Integration', 'Data Integration', 'Collaboration Tool Integration']"
733,Sr. Azure Data Engineer,"['Python', 'SQL', 'T-SQL', 'Stored Procedures', 'Functions', 'Data Lakes', 'Azure Analysis Services', 'Azure Databricks', 'Power BI']"
732,"Lead Software Engineer - Java, Spring Boot, Microservices, REST APIs, OAuth, Kafka, Azure",[]
731,Lead Azure Cloud Engineer,"['Azure', 'DevOps', 'Infrastructure Automation', 'CI/CD', 'Cloud Security', '.NET', 'ReactJS', 'Python']"
730,Backend Lead - Hands-on Tech Lead,"['Backend Architecture', 'Technical Execution', 'Engineering Leadership', 'People Management', 'Product Delivery', 'Reliability', 'Long-Term Technical Sustainability']"
729,"Data Engineer, Azure Experience","['Python', 'Azure Data Factory', 'SSIS', 'Data Engineering', 'Hands-On Experience', 'Pipeline Design', 'Parameterized Templates', 'Reusable Datasets', 'Linked Services', 'Triggers and Scheduling', 'Monitoring', 'Logging', 'Error Handling', 'CI/CD', 'ARM', 'Bicep', 'Terraform', 'Azure DevOps', 'GitHub', 'SQL Server Integration Services']"
728,TECHNICAL LEAD - Azure,"['C#', '.NET', '.NET Core', 'Azure Functions', 'Azure Cosmos DB', 'Azure Kubernetes Services (AKS)', 'Azure Data Factory (ADF)', 'Azure Event Hubs', 'Azure API Management (APIM)', 'Azure Front Door', 'AngularJS']"
727,Backend Developer - Node.js/AWS,"['Node.js', 'NestJS', 'Express']"
726,Senior Backend Engineer,"['Python', 'IoT', 'Data Ingestion', 'Real-time Processing', 'API Integration', 'ERP Syncing', 'Multi-Tenant Architecture', 'Enterprise Customer Support']"
725,Golang Backend Engineer — Real-Time ETA & Routing,"['Senior_Software_Engineer', 'Backend', 'ETAs', 'Delivery_Routing', 'Real-Time', 'Golang', 'Software_Development', 'CS_Degree', 'Distributed_Systems', 'REST_APIs', 'Cloud_Platforms']"
724,Backend Developer - Node.js,"['Node.js', 'JavaScript']"
723,Full Stack Developer Intern,"['HTML', 'CSS', 'JavaScript', 'Bootstrap', 'jQuery', 'PHP', 'Laravel', 'React.js', 'MySQL', 'Responsive Web Applications', 'Backend Development', 'User-Friendly Interfaces', 'Scalable Backend Solutions', 'Business Requirements', 'Functional Frontend and Backend Solutions', 'Reusable Components', 'Clean Code', 'APIs', 'Backend Services', 'Application Performance']"
722,MedusaJS Backend & Full-Stack Engineer,"['Backend Development', 'Full Stack Development', 'RESTful Services', 'MedusaJS v2']"
721,Principal Software Engineer - Backend,"['People-oriented', 'Learning-focused', 'Thought-leader', 'Problem-solver', 'Team-leader', 'Perfectionist', 'Tech-ambitious', 'Business-aware']"
720,Database Engineer,"['Database Management', 'Performance Monitoring', 'Data Integrity', 'Security', 'Backup Procedures', 'Technical Support']"
719,"AI-Driven Backend Engineer — FastAPI, Postgres & Cloud","['Python', 'FastAPI', 'PostgreSQL', 'Cloud Services', 'AI Integration']"
718,Oracle Developer & Tech Lead for Insurance Systems,"['Oracle', 'Developer', 'Insurance', 'Takaful', 'BI', 'Systems Design', 'Front-end Application Development', 'Custom Forms Creation', 'Reports Creation', 'Business Requirements Evaluation', 'IT Development', 'Core App', 'Takaful', 'Jasper Environment', 'Daily System Operation', 'PL/SQL ETL Processes', 'Coding Standards', 'Documentation']"
717,Operations Internee,"['Customer Service', 'Account Management', 'Product/Service Support', 'Problem Resolution', 'Correction/Adjustment Handling', 'Bookkeeping', 'Data Capture', 'Software Operation', 'Shipment Monitoring', 'Staff Coordination']"
716,Hardware Security Intern,"['Python', 'C/C++', 'Verilog/SystemVerilog']"
715,Data Analyst / Data Scientist (Remote),"['Python', 'Database Skills', 'Data Cleaning', 'Data Analysis', 'Internal Data Sources', 'External Data Sources', 'Automated Tools', 'Program Managers', 'Business Analysts', 'Top Management']"
714,Internship for php laravel developer,"['PHP', 'Web Development', 'JavaScript', 'CSS', 'HTML', 'MySQL', 'Laravel']"
713,PHP/Laravel Intern,"['PHP', 'Laravel', 'MVC Architecture', 'REST APIs', 'MySQL', 'Git', 'HTML', 'CSS', 'JavaScript']"
712,AI And Cybersecurity Intern,"['AI', 'Cybersecurity', 'Monitoring', 'Analyzing Security Events', 'Vulnerability Assessments', 'Documentation', 'Incident Response', 'Research', 'AI-Driven Security Tools', 'Preparing Reports', 'Updating Technical Documentation']"
711,"Data Analyst Intern — Mentored, Paid, Path to Full-Time","['Data Analyst', 'Power BI', 'KPIs', 'Communication Skills']"
710,Cybersecurity Intern for BD / Pre Sales,"['Cybersecurity', 'Offensive & Defensive Security', 'Penetration Testing', 'SOC 2', 'ISO 27001', 'Software Development']"
709,Senior Power BI Developer,"['Power BI', 'Data Modeling', 'BI Tools', 'Reporting', 'Dashboards', 'Performance Optimization']"
708,Power BI Analytics Lead — Actionable Dashboards & Insights,"['Power BI', 'Data Storytelling', 'Business Logic']"
707,Senior Power BI Visualisation Architect,"['Data Analysis', 'Data Modelling', 'Visual Storytelling', 'Stakeholder Engagement', 'BI Solutions Development', 'Microsoft Power BI']"
706,Power BI Business Analyst,"['Power BI', 'Business Intelligence', 'Data Analytics', 'Reporting', 'Interactive Dashboards', 'SQL Queries', 'ETL Processes', 'Data Modeling', 'KPIs', 'Scorecards']"
705,Senior Power BI,"['Power BI', 'Data Modeling', 'Cloud-Based BI Architecture', 'Microsoft Fabric', 'Azure Data Platform', 'Data Engineering', 'Scalable Analytics Solutions', 'Strategic Decision-Making']"
704,Senior Power BI Visualization Engineer,"['Data Analysis', 'Modeling', 'Stakeholder Engagement', 'Power BI', 'DAX', 'Performance Optimization', 'Governance', 'Quality Assurance']"
703,Shopiy wordpress full time devloper,"['Python', 'Web Development', 'Responsive Design', 'Plugin Integration', 'Site Optimization', 'Cross-Browser Compatibility']"
702,Ai automation,"['AI', 'Automation', 'Engineering', 'Marketing', 'Product Development', 'Web Apps', 'SaaS Platforms', 'MVP Development', 'WordPress', 'Shopify Builds', 'Digital Marketing', 'Automation Tools', 'No-Code/Low-Code Platforms', 'Integrations', 'APIs']"
701,Microsoft Power BI Developer,"['Power BI', 'Data Visualization', 'Data Modeling', 'Reporting', 'Business Intelligence']"
700,"Web Developer (WordPress, Automation & AI)","['Python', 'WordPress', 'Responsive Design', 'User Experience', 'SEO Optimization', 'HTML', 'CSS', 'JavaScript', 'PHP', 'Automation', 'AI Tools', 'Emerging Technologies', 'Website Development', 'Business Processes', 'Digital Workflows', 'Problem Solving', 'Learning New Technologies', 'Automating Repetitive Tasks']"
699,Internship for php laravel developer,"['PHP', 'Web Development', 'JavaScript', 'CSS', 'HTML', 'MySQL', 'Laravel']"
698,Finance & Commercials Intern: Odoo 18 & RFQ Experience,"['Finance', 'Commercials', 'Odoo 18 ERP']"
697,PHP/Laravel Intern,"['PHP', 'Laravel', 'MVC Architecture', 'REST APIs', 'MySQL', 'Git', 'HTML', 'CSS', 'JavaScript']"
694,.net Developer Familiar With Kubernetes and Aws,"['.NET', 'Kubernetes', 'AWS', 'software engineering', 'continuous integration']"
693,Tech Lead,"['Engineering', 'Technical Leadership', 'Project Management', 'Risk Management', 'Collaboration', 'Product Experience Design', 'Software Architecture Development', 'Pair Programming', 'Code Review']"
692,Senior VAPT Engineer,"['VulnerabilityAssessment', 'PenetrationTesting', 'WebApplications', 'MobileApplications', 'APIs', 'InternalNetworks', 'ExternalNetworks', 'CloudInfrastructure']"
691,Data & AI Engineering Manager | Tech Lead,"['Leadership', 'Cloud Expertise', 'Hands-On Coding', 'Python', 'Java', '.NET', 'Node.js']"
690,Kubernetes Administrato,"['Kubernetes Administration', 'Cluster Setup', 'Upgrades', 'Resource Management', 'Troubleshooting']"
689,"Senior MS SQL & Oracle Database Engineer- Riyadh, KSA","['Microsoft SQL Server', 'Oracle Databases', 'Database Clustering', 'Database Replication', 'Disaster Recovery (DR)', 'SQL Query Performance Tuning']"
688,Principal DevOps Engineer (Azure & Kubernetes),"['DevOps', 'CI/CD', 'Kubernetes', 'Azure', 'Terraform', 'Bicep', 'ARM Templates', 'Security', 'Compliance', 'Access Controls']"
